"category","region","graduation","experience_text","job_salary","job_id"
"Образование, наука","КОСТАНАЙСКАЯ ОБЛАСТЬ","высшее","Без опыта",42500,1164737
"Образование, наука","ЖАМБЫЛСКАЯ ОБЛАСТЬ","высшее","Без опыта",100000,1164734
"Образование, наука","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","до 3 лет",80000,1164733
"Образование, наука","ПАВЛОДАРСКАЯ ОБЛАСТЬ","высшее","Без опыта",42500,1164732
"Образование, наука","КОСТАНАЙСКАЯ ОБЛАСТЬ","высшее","Без опыта",90000,1164731
"Образование, наука","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","Без опыта",60000,1164725
"Образование, наука","г. АЛМАТЫ","высшее","до 3 лет",70000,1164724
"Образование, наука","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","Без опыта",90000,1164723
"Образование, наука","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","до 3 лет",90697,1164721
"Образование, наука","КОСТАНАЙСКАЯ ОБЛАСТЬ","высшее","Без опыта",50000,1164715
"Образование, наука","КОСТАНАЙСКАЯ ОБЛАСТЬ","высшее","Без опыта",42500,1164712
"Образование, наука","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","до 3 лет",80000,1164711
"Образование, наука","КОСТАНАЙСКАЯ ОБЛАСТЬ","высшее","Без опыта",45000,1164704
"Образование, наука","ЖАМБЫЛСКАЯ ОБЛАСТЬ","высшее","Без опыта",100000,1164702
"Образование, наука","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","Без опыта",61300,1164699
"Образование, наука","КАРАГАНДИНСКАЯ ОБЛАСТЬ","высшее","3-5 лет",82343,1164693
"Образование, наука","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","до 3 лет",45000,1164690
"Образование, наука","АСТАНА","высшее","5-10 лет",58577,1164687
"Образование, наука","АСТАНА","высшее","3-5 лет",80698,1164682
"Образование, наука","КОСТАНАЙСКАЯ ОБЛАСТЬ","высшее","до 3 лет",42500,1164681
"Образование, наука","КОСТАНАЙСКАЯ ОБЛАСТЬ","техническое и профессиональное","Без опыта",70000,1164677
"Образование, наука","АСТАНА","высшее","3-5 лет",100000,1164672
"Образование, наука","КОСТАНАЙСКАЯ ОБЛАСТЬ","высшее","Без опыта",42500,1164668
"Образование, наука","КОСТАНАЙСКАЯ ОБЛАСТЬ","техническое и профессиональное","Без опыта",80000,1164664
"Образование, наука","КОСТАНАЙСКАЯ ОБЛАСТЬ","высшее","Без опыта",42500,1164661
"Образование, наука","КОСТАНАЙСКАЯ ОБЛАСТЬ","высшее","до 3 лет",42500,1164656
"Образование, наука","КОСТАНАЙСКАЯ ОБЛАСТЬ","техническое и профессиональное","Без опыта",70000,1164654
"Образование, наука","КОСТАНАЙСКАЯ ОБЛАСТЬ","высшее","до 3 лет",42500,1164646
"Образование, наука","КОСТАНАЙСКАЯ ОБЛАСТЬ","высшее","до 3 лет",120000,1164640
"Образование, наука","КОСТАНАЙСКАЯ ОБЛАСТЬ","высшее","Без опыта",42500,1164632
"Образование, наука","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","Без опыта",100000,1164627
"Образование, наука","КОСТАНАЙСКАЯ ОБЛАСТЬ","высшее","Без опыта",42500,1164620
"Образование, наука","г. АЛМАТЫ","высшее","до 3 лет",79000,1164612
"Образование, наука","АСТАНА","высшее","3-5 лет",68841,1164601
"Образование, наука","МАНГИСТАУСКАЯ ОБЛАСТЬ","высшее","до 3 лет",70000,1164600
"Образование, наука","КОСТАНАЙСКАЯ ОБЛАСТЬ","высшее","5-10 лет",76628,1164584
"Образование, наука","г. АЛМАТЫ","высшее","до 3 лет",79000,1164583
"Образование, наука","АТЫРАУСКАЯ ОБЛАСТЬ","общее среднее (с 1 по 11/12 классы)","до 3 лет",60464,1164582
"Образование, наука","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","Без опыта",100000,1164577
"Образование, наука","АТЫРАУСКАЯ ОБЛАСТЬ","общее среднее (с 1 по 11/12 классы)","до 3 лет",90697,1164575
"Образование, наука","г. АЛМАТЫ","высшее","Без опыта",79000,1164570
"Образование, наука","КОСТАНАЙСКАЯ ОБЛАСТЬ","высшее","до 3 лет",42500,1164568
"Образование, наука","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","Без опыта",60000,1164566
"Образование, наука","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","Без опыта",60000,1164564
"Образование, наука","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","Без опыта",100000,1164561
"Образование, наука","КОСТАНАЙСКАЯ ОБЛАСТЬ","высшее","до 3 лет",42500,1164548
"Образование, наука","КОСТАНАЙСКАЯ ОБЛАСТЬ","высшее","Без опыта",42500,1164546
"Образование, наука","КОСТАНАЙСКАЯ ОБЛАСТЬ","техническое и профессиональное","Без опыта",45000,1164541
"Образование, наука","АТЫРАУСКАЯ ОБЛАСТЬ","высшее","до 3 лет",150000,1164540
"Образование, наука","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","послевузовское","Без опыта",50000,1164538
"Образование, наука","ПАВЛОДАРСКАЯ ОБЛАСТЬ","высшее","Без опыта",42500,1164534
"Образование, наука","КОСТАНАЙСКАЯ ОБЛАСТЬ","высшее","Без опыта",100000,1164526
"Образование, наука","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","послевузовское","Без опыта",50000,1164520
"Образование, наука","ЖАМБЫЛСКАЯ ОБЛАСТЬ","высшее","до 3 лет",90000,1164512
"Образование, наука","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","Без опыта",70000,1164510
"Образование, наука","КОСТАНАЙСКАЯ ОБЛАСТЬ","высшее","Без опыта",42500,1164506
"Образование, наука","АКМОЛИНСКАЯ ОБЛАСТЬ","высшее","Без опыта",100000,1164502
"Образование, наука","ПАВЛОДАРСКАЯ ОБЛАСТЬ","высшее","Без опыта",140000,1164499
"Образование, наука","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","Без опыта",70000,1164497
"Образование, наука","АКМОЛИНСКАЯ ОБЛАСТЬ","техническое и профессиональное","Без опыта",100000,1164496
"Образование, наука","КОСТАНАЙСКАЯ ОБЛАСТЬ","высшее","Без опыта",50000,1164491
"Образование, наука","КОСТАНАЙСКАЯ ОБЛАСТЬ","высшее","Без опыта",42500,1164487
"Образование, наука","КОСТАНАЙСКАЯ ОБЛАСТЬ","высшее","Без опыта",60000,1164486
"Образование, наука","КОСТАНАЙСКАЯ ОБЛАСТЬ","высшее","Без опыта",42500,1164478
"Образование, наука","г. АЛМАТЫ","высшее","до 3 лет",79000,1164474
"Образование, наука","г. АЛМАТЫ","высшее","Без опыта",79000,1164472
"Образование, наука","АКМОЛИНСКАЯ ОБЛАСТЬ","техническое и профессиональное","Без опыта",100000,1164463
"Образование, наука","КОСТАНАЙСКАЯ ОБЛАСТЬ","высшее","Без опыта",42500,1164462
"Образование, наука","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","3-5 лет",42500,1164457
"Образование, наука","КОСТАНАЙСКАЯ ОБЛАСТЬ","высшее","Без опыта",50000,1164454
"Образование, наука","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","3-5 лет",42500,1164445
"Образование, наука","АКМОЛИНСКАЯ ОБЛАСТЬ","техническое и профессиональное","Без опыта",100000,1164440
"Образование, наука","КАРАГАНДИНСКАЯ ОБЛАСТЬ","высшее","Без опыта",75000,1164438
"Образование, наука","КОСТАНАЙСКАЯ ОБЛАСТЬ","высшее","Без опыта",50000,1164436
"Образование, наука","АКМОЛИНСКАЯ ОБЛАСТЬ","техническое и профессиональное","Без опыта",100000,1164432
"Образование, наука","АЛМАТИНСКАЯ ОБЛАСТЬ","высшее","до 3 лет",60000,1164427
"Образование, наука","ПАВЛОДАРСКАЯ ОБЛАСТЬ","высшее","Без опыта",100000,1164426
"Образование, наука","ЖАМБЫЛСКАЯ ОБЛАСТЬ","высшее","до 3 лет",90000,1164424
"Образование, наука","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","Без опыта",100000,1164423
"Образование, наука","АЛМАТИНСКАЯ ОБЛАСТЬ","высшее","до 3 лет",150000,1164421
"Образование, наука","АКМОЛИНСКАЯ ОБЛАСТЬ","техническое и профессиональное","Без опыта",100000,1164418
"Образование, наука","КОСТАНАЙСКАЯ ОБЛАСТЬ","высшее","Без опыта",50000,1164410
"Образование, наука","КАРАГАНДИНСКАЯ ОБЛАСТЬ","высшее","Без опыта",75000,1164406
"Образование, наука","КАРАГАНДИНСКАЯ ОБЛАСТЬ","высшее","до 3 лет",100000,1164404
"Образование, наука","АКМОЛИНСКАЯ ОБЛАСТЬ","высшее","Без опыта",100000,1164398
